username,tweetcreatedts,tweet
hcnsfs67,2022-06-05 23:48:32,"PAT day 1🫶🏻
offline, pake tablet sekolah, doain yaa😭"
haruysl,2022-06-05 23:30:51,ini yg pd PAT offline kh? pke kertas? atw daring di sekolah?
yiyakdocx,2022-06-05 22:44:49,@jeangiue gue kalo sekolah offline selama pandemi ini JARANG BGT mandi pagi mandinya magrib gitu pagi cuma sikat gigi sama cuci muka
taeatery,2022-06-05 22:41:23,sekolah gue baik bgt lu sekolah full offline tapi PAT full online dari rumah 😃😄
mowchaccino,2022-06-05 22:34:34,"ANJING KOK SEKOLAH LAIN PADA WISUDA OFFLINE, ADA YG JALAN JALAN KE BALI JUGA"
claudverse,2022-06-05 22:08:04,"gud morning‼️
semangatt yaa kalian yang hari ini lagi PAT atau mau daftar PPDB atau yang sekolah offline/online, wish you luck and have a great monday🙆‍♀️"
avocawhore,2022-06-05 17:35:58,"ya setelah dua mingguan offline mah gue udah bisa ngebiasain diri lah ya, udah sering interact sama anak-anak sekolah. gue gak tau nih kalo si N lagi deket sama anak kelas kita, nah gue ngobrol sama si cowok yang lagi deket sama dia karena kita satu ruangan PAT"
mandajiayou,2022-06-05 15:56:52,"@harishalf Ada, sekarang sekolah udah offline"
gufoozlewordie,2022-06-05 15:50:16,I want to dye my hair to full blonde so bad 😔. tapi masih sekolah mana offline lagi😤
roycotenkai,2022-06-05 14:43:33,"@schfess Sistem cbt itu pake wifi lokal sekolah, nah wifi nya itu ga bisa buka web lain kecuali web ujian

Kayak dibuat offline :"")"
feastcrows,2022-06-05 14:11:19,@beamingpup Sekolah udah offline lagi
ambisaja,2022-06-05 14:01:06,"@nadnive Akuuuuu, harus skincarean dulu😭😭. Waktu PJJ biar kerasa sekolah offline"
hyunsukstype,2022-06-05 13:33:54,@hrutoaw tp sekolah nya si dah offline cuma ujian doang
hyunsukstype,2022-06-05 13:29:33,sekolah lain dah ujian offline cm skolah ku yg ujian online
pixiegyu13,2022-06-05 12:54:15,@beowmgyu Dulu aku gini waktu sekolah offline karena emang panas banget tp skrng ya kalo mau aja wkwk
doyric,2022-06-05 12:47:25,Bisa ga si sekolah offline pas gua lulus aja???
Tuelicps,2022-06-05 12:42:51,"@chemiolle YAKAANN, UDAH LAMA GA UJIAN OFFLINE DI SEKOLAH JADI DEG DEGAN BANGET 😭"
minewithmine,2022-06-05 12:29:15,"maaf ya aku kinda ia dan belum post saldo lagi, aku lagi ada ujian sekolah offline😭 mana setahun gangerti apa apa🥹🥲"
